"","town11cd","town11nm","population_2011","size_flag","rgn11nm","coastal","coastal_detailed","ttwa11cd","ttwa11nm","ttwa_classification","job_density_flag","income_flag","university_flag","level4qual_residents35_64_2011","ks4_2012_2013_counts","key_stage_2_attainment_school_year_2007_to_2008","key_stage_4_attainment_school_year_2012_to_2013","level_2_at_age_18","level_3_at_age_18","activity_at_age_19_full_time_higher_education","activity_at_age_19_sustained_further_education","activity_at_age_19_appprenticeships","activity_at_age_19_employment_with_earnings_above_0","activity_at_age_19_employment_with_earnings_above_10_000","activity_at_age_19_out_of_work","highest_level_qualification_achieved_by_age_22_less_than_level_1","highest_level_qualification_achieved_by_age_22_level_1_to_level_2","highest_level_qualification_achieved_by_age_22_level_3_to_level_5","highest_level_qualification_achieved_by_age_22_level_6_or_above","highest_level_qualification_achieved_b_age_22_average_score","education_score"
"530","E35000254","Denton BUASD",36591,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Higher deprivation towns","No university","Low",422,78.8505747126437,66.3507109004739,83.8862559241706,44.7867298578199,29.6208530805687,21.3270142180095,16.3507109004739,52.8436018957346,25.8293838862559,7.58293838862559,NA,26.7,47.9,23.6,3.38151658767773,0.284171701
"531","E35000255","Plymstock BUASD",25221,"Medium Towns","South West","Coastal","Large other coastal town","E30000253","Plymouth","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",286,82.0422535211268,72.027972027972,90.9090909090909,55.5944055944056,36.7132867132867,28.3216783216783,21.3286713286713,57.3426573426573,23.0769230769231,5.94405594405594,NA,19.8,49.3,29.5,3.62937062937063,2.878987054
"532","E35000257","Irlam BUASD",19933,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000239","Manchester","Majority conurbation","Working","Higher deprivation towns","No university","Low",266,70.8771929824561,48.8721804511278,77.0676691729323,42.8571428571429,24.4360902255639,18.4210526315789,7.5187969924812,58.2706766917293,30.8270676691729,12.781954887218,NA,37.9,38.3,20.8,3.13533834586466,-3.240896417
"533","E35000258","Bedworth BUASD",30648,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000195","Coventry","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",359,69.0140845070423,56.5459610027855,74.0947075208914,38.9972144846797,23.6768802228412,23.3983286908078,14.7632311977716,57.1030640668524,34.2618384401114,8.63509749303621,NA,34.5,42.6,20.9,3.23955431754875,-2.756130842
"534","E35000260","Brighton and Hove BUASD",229700,"City","South East","Coastal","Cities","E30000179","Brighton","Majority town and city (Large Towns)","Working","Cities","University","High",1753,74.5696835091616,63.3770678836281,81.9063926940639,53.5958904109589,37.3645179691957,13.5767256132345,5.87564175698802,36.1665715915573,13.0062749572162,9.6406160867085,2.2,21.4,49.1,27.4,3.5219623502567,0.666461582
"535","E35000262","Whickham BUASD",16652,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000245","Newcastle","Majority conurbation","Working","Mid deprivation towns","No university","Medium",194,89.7058823529412,77.319587628866,92.2680412371134,64.9484536082474,41.2371134020619,25.2577319587629,19.0721649484536,46.9072164948454,18.5567010309278,10.3092783505155,NA,17.4,42.1,38.5,3.94845360824742,6.029443478
"536","E35000267","Kirkby-in-Ashfield BUASD",26927,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000240","Mansfield","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",356,68.6781609195402,58.1460674157303,67.1348314606742,30.8988764044944,23.876404494382,28.3707865168539,18.2584269662921,48.876404494382,23.0337078651685,14.6067415730337,4.5,42.3,32.2,21,3.01966292134831,-3.974575654
"537","E35000268","Yatton BUASD",7203,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000285","Weston-super-Mare","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",92,71.578947368421,61.9565217391304,92.3913043478261,60.8695652173913,38.0434782608696,22.8260869565217,15.2173913043478,44.5652173913043,17.3913043478261,NA,NA,20.4,41.9,37.6,3.85869565217391,1.762950972
"538","E35000277","Middleton (Rochdale) BUASD",42972,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Higher deprivation towns","No university","Low",528,72.1062618595825,60.0378787878788,85.6060606060606,40.9090909090909,28.4090909090909,22.1590909090909,13.4469696969697,45.8333333333333,18.75,12.1212121212121,2.3,27.6,47.3,22.8,3.34659090909091,-1.577901901
"539","E35000278","Swinton BUASD",25362,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Working","Higher deprivation towns","No university","Low",285,77.7408637873754,65.6140350877193,88.0701754385965,56.4912280701754,35.0877192982456,22.4561403508772,13.3333333333333,45.9649122807018,19.6491228070175,10.5263157894737,NA,18.7,50.7,28.2,3.6,1.73714735
"540","E35000279","Sandhurst BUASD",20495,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000256","Reading","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",244,80.3846153846154,69.672131147541,84.016393442623,55.327868852459,34.8360655737705,14.7540983606557,9.42622950819672,52.8688524590164,33.6065573770492,4.91803278688525,NA,21.8,44.4,30.9,3.61885245901639,2.397830523
"541","E35000280","St Austell BUASD",23864,"Medium Towns","South West","Coastal","Large other coastal town","E30000270","St Austell and Newquay","Majority rural","Mixed","Higher deprivation towns","No university","Low",274,70.4280155642023,63.1386861313869,81.3868613138686,49.6350364963504,29.1970802919708,23.7226277372263,11.3138686131387,55.4744525547445,19.7080291970803,7.66423357664234,NA,23.6,49.8,23.6,3.36861313868613,-0.62557946
"542","E35000281","Swallownest BUASD",15022,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000261","Sheffield","Majority conurbation","Residential","Higher deprivation towns","No university","Low",180,82.122905027933,78.8888888888889,86.1111111111111,48.3333333333333,33.3333333333333,26.1111111111111,17.2222222222222,49.4444444444444,23.8888888888889,12.7777777777778,NA,24.7,49.4,25.3,3.56111111111111,2.727162075
"543","E35000284","Dudley (Dudley) BUASD",79379,"Large Towns","West Midlands","Non-coastal","Large non-coastal town","E30000202","Dudley","Majority conurbation","Working","Higher deprivation towns","No university","Low",1011,66.1196911196911,53.3135509396637,80.217606330366,40.4549950544016,28.6844708209693,20.2769535113749,10.0890207715134,42.0375865479723,20.0791295746785,12.6607319485658,1.7,33.5,42.5,22.3,3.26706231454006,-3.209162913
"544","E35000289","Great Harwood BUASD",10800,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000170","Blackburn","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",117,72.5,57.2649572649573,82.051282051282,50.4273504273504,34.1880341880342,28.2051282051282,17.948717948718,50.4273504273504,25.6410256410256,NA,NA,21.8,47.1,29.4,3.58119658119658,-0.300604437
"545","E35000294","Groby BUASD",6782,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000230","Leicester","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",59,87.5,72.8813559322034,93.2203389830508,64.4067796610169,42.3728813559322,32.2033898305085,20.3389830508475,45.7627118644068,NA,NA,NA,NA,42.6,41,4.03389830508475,5.520220795
"546","E35000295","Knottingley BUASD",13971,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000283","Wakefield and Castleford","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",145,71.1538461538462,51.0344827586207,78.6206896551724,28.2758620689655,13.7931034482759,18.6206896551724,13.1034482758621,48.2758620689655,26.8965517241379,20.6896551724138,NA,41.5,41.5,NA,2.81379310344828,-5.195221651
"547","E35000297","Cullompton BUASD",7439,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000206","Exeter","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Low",71,63.2911392405063,63.3802816901408,85.9154929577465,47.887323943662,14.0845070422535,22.5352112676056,15.4929577464789,50.7042253521127,26.7605633802817,NA,NA,30.4,58,NA,2.84507042253521,-3.054432815
"548","E35000298","Wednesfield BUASD",25303,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",320,75,65,79.6875,41.25,32.8125,20,14.6875,43.4375,22.5,11.25,NA,32,37,29.8,3.54375,-0.16735383
"549","E35000300","Waterbeach BUASD",5210,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",49,81.8181818181818,48.9795918367347,83.6734693877551,51.0204081632653,30.6122448979592,NA,NA,65.3061224489796,38.7755102040816,NA,NA,26,40,NA,3.42857142857143,-0.396774338
"550","E35000312","Ince-in-Makerfield BUASD",12243,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",169,64.4970414201183,49.112426035503,86.3905325443787,36.6863905325444,23.6686390532544,21.301775147929,14.2011834319527,54.4378698224852,27.2189349112426,8.87573964497041,NA,36.1,42,20.7,3.18934911242604,-4.369479427
"551","E35000316","Salford BUASD",103886,"Large Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Working","Higher deprivation towns","University","Low",914,70.464135021097,57.1115973741794,79.8466593647317,38.8828039430449,27.3522975929978,21.1159737417943,13.6761487964989,44.4201312910284,21.6630196936543,12.363238512035,2,27.9,49.9,20.2,3.25711159737418,-2.491062456
"552","E35000317","Halifax BUASD",88134,"Large Towns","Yorkshire and The Humber","Non-coastal","Large non-coastal town","E30000029","Halifax","Majority conurbation","Working","Higher deprivation towns","No university","Low",1095,72.5978647686833,60.9132420091324,80.9132420091324,44.8401826484018,36.5296803652968,20.4566210045662,11.4155251141553,36.62100456621,16.4383561643836,11.7808219178082,2.2,27.3,43.1,27.3,3.47945205479452,-0.711623244
"553","E35000322","Crowthorne BUASD",14263,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000256","Reading","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","High",154,79.0849673202614,87.6623376623377,90.9090909090909,76.6233766233766,55.1948051948052,15.5844155844156,12.987012987013,45.4545454545455,22.0779220779221,NA,NA,13.8,36.8,49.3,4.37012987012987,8.023612449
"554","E35000326","Bromsgrove BUASD",33461,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000169","Birmingham","Majority conurbation","Working","Mid deprivation towns","No university","Medium",374,67.2872340425532,64.4385026737968,82.0855614973262,51.0695187165775,34.75935828877,21.1229946524064,13.3689839572193,46.7914438502674,21.1229946524064,6.14973262032086,NA,25.5,41.7,30.9,3.62566844919786,-0.02223226
"555","E35000334","St Blazey BUASD",9958,"Small Towns","South West","Coastal","Smaller other coastal town","E30000270","St Austell and Newquay","Majority rural","Residential","Higher deprivation towns","No university","Low",142,72.2222222222222,51.4084507042254,80.9859154929577,46.4788732394366,24.6478873239437,24.6478873239437,13.3802816901408,42.9577464788732,23.943661971831,9.15492957746479,NA,23.2,57,17.6,3.22535211267606,-2.256889066
"556","E35000338","Gatley BUASD",20997,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Mixed","Lower deprivation towns","No university","Medium",223,87.1559633027523,77.1300448430493,88.7892376681614,64.1255605381166,49.3273542600897,18.8340807174888,12.5560538116592,43.4977578475336,19.2825112107623,4.48430493273543,NA,11.1,50.2,37.8,4.00448430493274,5.793173582
"557","E35000339","Bloxwich BUASD",47288,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Residential","Higher deprivation towns","No university","Low",596,66.9254658385093,45.4697986577181,65.4362416107383,27.0134228187919,17.6174496644295,23.6577181208054,15.9395973154362,41.2751677852349,18.9597315436242,20.6375838926174,4.7,45.2,35.8,14.2,2.81543624161074,-6.351488055
"558","E35000343","Pickering BUASD",6588,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000238","Malton","Majority rural","Working","Mid deprivation towns","No university","Medium",90,77.2727272727273,77.7777777777778,96.6666666666667,66.6666666666667,38.8888888888889,18.8888888888889,12.2222222222222,55.5555555555556,27.7777777777778,NA,NA,15.7,44.9,39.3,4.05555555555556,5.065109445
"559","E35000347","Woburn Sands BUASD",5959,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000243","Milton Keynes","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","High",54,74,68.5185185185185,87.037037037037,64.8148148148148,55.5555555555556,NA,NA,48.1481481481481,20.3703703703704,NA,NA,20.4,33.3,46.3,4.18518518518519,3.95902288
"560","E35000348","Heathfield BUASD",7732,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000281","Tunbridge Wells","Majority town and city (small)","Mixed","Lower deprivation towns","No university","Medium",105,83.6734693877551,70.4761904761905,85.7142857142857,48.5714285714286,23.8095238095238,17.1428571428571,10.4761904761905,60,28.5714285714286,NA,NA,19.4,58.3,NA,3.36190476190476,1.543776057
"561","E35000354","Euxton BUASD",8118,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000255","Preston","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",109,92.5925925925926,77.0642201834862,94.4954128440367,67.8899082568807,41.2844036697248,22.9357798165138,NA,48.6238532110092,17.4311926605505,NA,NA,NA,52.3,37.4,4.05504587155963,6.903651622
"562","E35000355","Weston BUASD",6069,"Small Towns","South West","Coastal","Smaller seaside town","E30000046","Dorchester and Weymouth","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",83,68.6046511627907,55.421686746988,79.5180722891566,37.3493975903614,18.0722891566265,33.7349397590361,16.8674698795181,55.421686746988,20.4819277108434,NA,NA,29.4,45.9,NA,3.32530120481928,-2.824429521
"563","E35000357","Kingswinford BUASD",50801,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000202","Dudley","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",576,73.2517482517483,72.5694444444444,88.1944444444444,56.5972222222222,35.5902777777778,27.2569444444444,19.2708333333333,51.2152777777778,24.3055555555556,6.42361111111111,NA,16,51.3,31.3,3.77083333333333,2.382700835
"564","E35000358","Uckfield BUASD",15213,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000204","Eastbourne","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",184,83.7988826815643,71.7391304347826,89.1304347826087,63.5869565217391,38.0434782608696,17.3913043478261,10.3260869565217,55.9782608695652,29.3478260869565,NA,NA,15.7,48.1,32.4,3.68478260869565,3.926932387
"565","E35000359","Wells BUASD",10536,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000274","Street and Wells","Majority rural","Working","Mid deprivation towns","No university","Medium",108,62.2222222222222,61.1111111111111,83.3333333333333,51.8518518518518,32.4074074074074,24.0740740740741,11.1111111111111,40.7407407407407,16.6666666666667,NA,NA,24.3,44.9,28,3.4537037037037,-1.355545101
"566","E35000360","Hetton-le-Hole BUASD",12127,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000275","Sunderland","Majority conurbation","Residential","Higher deprivation towns","No university","Low",152,76.6233766233766,61.1842105263158,75.6578947368421,40.7894736842105,29.6052631578947,26.3157894736842,15.7894736842105,50,18.4210526315789,14.4736842105263,NA,30.5,38.3,29.2,3.48026315789474,-0.572072407
"567","E35000362","Trowbridge BUASD",39409,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000280","Trowbridge","Majority town and city (small)","Mixed","Mid deprivation towns","No university","Medium",509,66.9421487603306,56.9744597249509,77.9960707269155,45.7760314341847,35.3634577603143,16.1100196463654,9.23379174852652,52.2593320235756,23.7721021611002,9.23379174852652,2,32.4,39.1,26.5,3.37328094302554,-1.978006498
"568","E35000363","Redhill BUASD",34498,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000196","Crawley","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",352,68.75,57.6704545454545,81.8181818181818,49.1477272727273,38.3522727272727,14.2045454545455,6.25,46.3068181818182,22.4431818181818,4.26136363636364,NA,20.8,44.2,32.8,3.69602272727273,-0.496324682
"569","E35000364","Addlestone BUASD",15883,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000266","Slough and Heathrow","Majority conurbation","Mixed","Lower deprivation towns","No university","Medium",168,80.5882352941177,71.4285714285714,84.5238095238095,53.5714285714286,32.7380952380952,14.2857142857143,10.7142857142857,51.1904761904762,26.7857142857143,NA,NA,19.9,51.2,27.1,3.60714285714286,2.405694248
"570","E35000368","Haydock BUASD",16521,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Working","Higher deprivation towns","No university","Low",189,78.4615384615385,59.2592592592593,86.7724867724868,45.5026455026455,29.1005291005291,33.3333333333333,22.7513227513227,51.8518518518518,25.3968253968254,9.52380952380952,NA,26.2,46.6,26.2,3.47619047619048,-0.13571104
"571","E35000378","Coleford BUASD",5103,"Small Towns","South West","Non-coastal","Smaller non-coastal town","K01000005","Cinderford and Ross-on-Wye","Majority rural","Working","Higher deprivation towns","No university","Low",56,69.4915254237288,46.4285714285714,73.2142857142857,26.7857142857143,NA,21.4285714285714,NA,50,25,NA,NA,43.6,41.8,NA,2.67857142857143,-6.356277691
"572","E35000380","Smethwick BUASD",48765,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000169","Birmingham","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",659,67.0229007633588,54.6282245827011,75.2655538694992,45.5235204855842,38.6949924127466,17.298937784522,9.4081942336874,32.0182094081942,11.5326251896813,15.6297420333839,NA,29.5,41,28.7,3.50682852807284,-1.851598092
"573","E35000381","Sutton in Ashfield BUASD",45848,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000240","Mansfield","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",499,69.7087378640777,58.5170340681363,72.9458917835671,31.2625250501002,20.0400801603206,26.6533066132265,18.0360721442886,53.7074148296593,29.8597194388778,13.0260521042084,3,40.5,39.5,17,3.02805611222445,-3.76077978
"574","E35000382","Kidlington BUASD",15046,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000250","Oxford","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",149,72.4358974358974,59.0604026845638,75.1677852348993,41.6107382550336,30.2013422818792,22.1476510067114,13.4228187919463,50.3355704697987,28.1879194630872,NA,NA,24.2,45.6,26.8,3.42953020134228,-1.342192217
"575","E35000386","Chigwell BUASD",10365,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000234","London","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",125,72.1739130434783,67.2,88.8,60,44,12,NA,35.2,19.2,NA,NA,20,41.6,36,3.8,2.110547111
"576","E35000387","Ossett BUASD",21231,"Medium Towns","Yorkshire and The Humber","Non-coastal","Large non-coastal town","E30000283","Wakefield and Castleford","Majority town and city (Large Towns)","Mixed","Mid deprivation towns","No university","Low",231,87.4439461883408,78.7878787878788,80.5194805194805,55.8441558441558,32.4675324675325,23.3766233766234,14.2857142857143,53.2467532467533,29.8701298701299,7.79220779220779,NA,24.2,45.5,28.1,3.58441558441558,4.080223424
"577","E35000388","Mansfield Woodhouse BUASD",18574,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000240","Mansfield","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",226,73.2456140350877,58.4070796460177,81.4159292035398,39.3805309734513,26.5486725663717,26.5486725663717,19.4690265486726,49.1150442477876,21.6814159292035,8.84955752212389,NA,35.6,42.7,20,3.1858407079646,-2.189665402
"578","E35000390","Southend-on-Sea BUASD",175547,"Large Towns","East of England","Coastal","Large seaside town","E30000268","Southend","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",2085,71.1187777230163,57.4580335731415,80.9112709832134,49.0647482014389,31.89448441247,16.4028776978417,7.86570743405276,42.3501199040767,20.1918465227818,10.5515587529976,3.9,26.4,42.6,27.1,3.4220623501199,-1.008837714
"579","E35000397","Brierley Hill BUASD",31430,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000202","Dudley","Majority conurbation","Working","Higher deprivation towns","No university","Low",385,62.5,51.1688311688312,78.961038961039,42.0779220779221,27.2727272727273,24.4155844155844,12.7272727272727,41.038961038961,19.2207792207792,12.2077922077922,3.6,26.6,43.8,26,3.41298701298701,-3.29543406
"580","E35000398","Wallasey BUASD",60284,"Medium Towns","North West","Coastal","Large other coastal town","E30000168","Birkenhead","Majority conurbation","Residential","Higher deprivation towns","No university","Low",723,71.6417910447761,58.50622406639,79.8063623789765,44.6749654218534,32.5034578146611,25.3112033195021,14.6611341632089,43.4301521438451,15.9059474412171,12.3098201936376,2.4,29.6,41.8,26.3,3.41908713692946,-1.245036256
"581","E35000402","Harwich BUASD",19738,"Small Towns","East of England","Coastal","Smaller other coastal town","E30000192","Clacton","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",242,75.1054852320675,59.9173553719008,83.8842975206611,35.5371900826446,18.595041322314,18.1818181818182,14.4628099173554,49.5867768595041,23.9669421487603,16.9421487603306,5,38.4,40.1,16.5,2.95867768595041,-2.798036346
"582","E35000403","Barrow upon Soar BUASD",5956,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000230","Leicester","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",48,73.1707317073171,52.0833333333333,79.1666666666667,52.0833333333333,52.0833333333333,NA,NA,41.6666666666667,NA,NA,NA,24.5,32.7,NA,3.85416666666667,0.173554969
"583","E35000404","Kendal BUASD",28586,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000223","Kendal","Majority rural","Working","Lower deprivation towns","No university","Medium",329,81.4465408805032,56.838905775076,92.0731707317073,57.0121951219512,39.5136778115502,21.2765957446809,13.677811550152,49.8480243161094,26.7477203647416,5.16717325227964,NA,17,47.7,33.4,3.79331306990881,1.889118975
"584","E35000405","South Shields BUASD",75337,"Large Towns","North East","Coastal","Large other coastal town","E30000245","Newcastle","Majority conurbation","Residential","Higher deprivation towns","No university","Low",826,69.4186046511628,56.5375302663438,77.9661016949153,39.9515738498789,29.0556900726392,26.9975786924939,14.406779661017,38.861985472155,15.6174334140436,16.4648910411622,1.9,26.6,47.2,24.3,3.46246973365617,-2.003480579
"585","E35000414","Corsham BUASD",13432,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000280","Trowbridge","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",150,75.4716981132076,64,90,57.3333333333333,40,14.6666666666667,7.33333333333333,48,17.3333333333333,NA,NA,23.5,39.6,33.6,3.68666666666667,1.627297372
"586","E35000417","Mirfield BUASD",19330,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000219","Huddersfield","Majority conurbation","Residential","Mid deprivation towns","No university","Medium",219,88.8392857142857,76.2557077625571,86.7579908675799,54.7945205479452,34.2465753424658,22.8310502283105,17.8082191780822,51.5981735159817,25.1141552511416,6.39269406392694,NA,19.4,47.9,32.3,3.78538812785388,4.45905833
"587","E35000418","Coppull BUASD",7959,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000255","Preston","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",99,72.6415094339623,58.5858585858586,85.8585858585859,46.4646464646465,20.2020202020202,20.2020202020202,13.1313131313131,53.5353535353535,29.2929292929293,NA,NA,27.7,47.5,NA,3.12121212121212,-1.788450725
"588","E35000419","Norwich BUASD",186682,"Large Towns","East of England","Non-coastal","Large non-coastal town","E30000248","Norwich","Majority town and city (Large Towns)","Working","Higher deprivation towns","University","Medium",1613,63.740228502706,50.6509609423435,77.4953502789833,40.0495970241786,26.6584004959702,17.3589584624923,10.1673899566026,49.845009299442,25.6664600123993,8.98946063236206,2,36,39.6,22.3,3.1847489150651,-4.017804063
"589","E35000422","Higham Ferrers BUASD",8083,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000224","Kettering and Wellingborough","Majority town and city (small)","Residential","Lower deprivation towns","No university","Low",94,63.6363636363636,48.936170212766,75.531914893617,37.2340425531915,26.5957446808511,21.2765957446809,14.8936170212766,52.1276595744681,34.0425531914894,NA,NA,35.9,41.3,NA,3.28723404255319,-4.166607118
"590","E35000424","Norton-on-Derwent BUASD",7049,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000238","Malton","Majority rural","Working","Mid deprivation towns","No university","Low",86,56.25,70.9302325581395,89.5348837209302,51.1627906976744,29.0697674418605,23.2558139534884,22.093023255814,62.7906976744186,38.3720930232558,NA,NA,26.1,51.1,NA,3.33720930232558,-1.471898725
"591","E35000427","Stourbridge BUASD",63298,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000202","Dudley","Majority conurbation","Residential","Higher deprivation towns","No university","Medium",709,79.4579172610556,65.867418899859,86.459802538787,60.9308885754584,45.1339915373766,18.8998589562764,10.296191819464,39.2101551480959,15.2327221438646,10.7193229901269,1.6,16.6,45.1,36.7,3.89562764456982,3.184527723
"592","E35000429","Westhoughton BUASD",24126,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Mid deprivation towns","No university","Medium",299,81.3504823151125,61.2040133779264,79.933110367893,49.1638795986622,33.4448160535117,24.4147157190635,15.7190635451505,54.5150501672241,25.4180602006689,8.36120401337793,NA,22.5,49.7,26.8,3.55518394648829,0.944128339
"593","E35000431","Felixstowe BUASD",23564,"Medium Towns","East of England","Coastal","Large seaside town","E30000222","Ipswich","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Low",245,71.4285714285714,46.1224489795918,74.2857142857143,42.8571428571429,32.6530612244898,18.7755102040816,9.38775510204082,51.8367346938776,26.9387755102041,7.75510204081633,4,31.6,36,28.3,3.29387755102041,-3.006915502
"594","E35000436","Yate BUASD",30022,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000180","Bristol","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Low",419,71.9257540603248,54.4152744630072,82.7751196172249,41.1483253588517,23.8663484486874,23.8663484486874,16.945107398568,66.3484486873508,38.1861575178998,3.10262529832936,NA,31.8,46.6,20.2,3.22434367541766,-2.474376394
"595","E35000438","Goldthorpe BUASD",6051,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000004","Barnsley","Majority conurbation","Working","Higher deprivation towns","No university","Low",81,55.421686746988,35.8024691358025,65.4320987654321,18.5185185185185,18.5185185185185,23.4567901234568,16.0493827160494,37.037037037037,16.0493827160494,17.283950617284,NA,45.1,34.1,NA,2.8641975308642,-9.285628136
"596","E35000439","Whitehaven BUASD",23986,"Medium Towns","North West","Coastal","Large other coastal town","E30000286","Whitehaven","Majority rural","Mixed","Higher deprivation towns","No university","Low",283,74.3859649122807,48.4098939929329,82.3321554770318,36.0424028268551,17.6678445229682,36.7491166077738,30.0353356890459,55.4770318021201,34.6289752650177,13.0742049469965,NA,36.3,44.8,16,3.08480565371025,-3.625104199
"597","E35000440","Baildon BUASD",15944,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000018","Bradford","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",165,78.7878787878788,66.6666666666667,83.030303030303,59.3939393939394,45.4545454545455,15.7575757575758,7.87878787878788,46.6666666666667,20.6060606060606,NA,NA,23,39.4,36.4,3.76969696969697,2.696693887
